ent,mun,loc,upm,est_d,t_loc,id_vivienda,hab
25,6,1,904,183,1,27,6
25,6,1,584,183,1,25,1
25,6,1,478,183,1,119,6
25,6,1,432,183,1,62,3
25,6,1,501,183,1,50,5
25,6,1,14,183,1,282,5
25,6,1,897,183,1,7,2
25,6,1,878,183,1,3,5
25,6,1,231,183,1,64,6
25,6,1,796,183,1,34,7
25,6,1,844,183,1,8,4
25,6,1,864,183,1,32,3
25,6,1,80,183,1,16,6
25,6,1,321,183,1,46,2
25,6,1,156,183,1,93,6
25,6,1,780,183,1,1,5
25,6,1,959,183,1,38,3
25,6,1,432,183,1,25,7
25,6,1,1236,183,1,14,5
25,6,1,1283,183,1,16,2
25,6,1,904,183,1,29,2
25,6,1,758,183,1,15,5
25,6,1,1236,183,1,22,1
25,6,1,654,183,1,16,5
25,6,1,780,183,1,34,2
25,6,1,691,183,1,24,6
25,6,1,935,183,1,40,1
25,6,1,231,183,1,97,1
25,6,1,1370,183,1,29,4
25,6,1,202,183,1,64,4
25,6,1,461,183,1,65,5
25,6,1,638,183,1,41,6
25,6,1,439,183,1,64,2
25,6,1,447,183,1,29,3
25,6,1,1031,183,1,37,5
25,6,1,501,183,1,51,5
25,6,1,80,183,1,63,7
25,6,1,706,183,1,27,1
25,6,1,231,183,1,11,4
25,6,1,1095,183,1,2,7
25,6,1,873,183,1,12,4
25,6,1,161,183,1,32,4
25,6,1,137,183,1,53,7
25,6,1,734,183,1,37,7
25,6,1,706,183,1,48,2
25,6,1,1048,183,1,5,7
25,6,1,691,183,1,40,1
25,6,1,1349,183,1,5,6
25,6,1,1019,183,1,25,3
25,6,1,14,183,1,29,4
25,6,1,1175,183,1,15,3
25,6,1,734,183,1,48,7
25,6,1,122,183,1,131,3
25,6,1,588,183,1,24,6
25,6,1,595,183,1,80,5
25,6,1,14,183,1,244,5
25,6,1,461,183,1,2,2
25,6,1,122,183,1,92,2
25,6,1,104,183,1,105,7
25,6,1,796,183,1,24,6
25,6,1,740,183,1,30,3
25,6,1,511,183,1,22,3
25,6,1,897,183,1,13,3
25,6,1,484,183,1,67,2
25,6,1,11,183,1,335,3
25,6,1,844,183,1,1,4
25,6,1,36,183,1,103,2
25,6,1,156,183,1,60,3
25,6,1,850,183,1,20,5
25,6,1,517,183,1,51,6
25,6,1,658,183,1,34,7
25,6,1,416,183,1,3,6
25,6,1,1175,183,1,2,3
25,6,1,1338,183,1,9,5
25,6,1,985,183,1,20,7
25,6,1,638,183,1,3,4
25,6,1,1370,183,1,4,2
25,6,1,796,183,1,6,7
25,6,1,36,183,1,359,7
25,6,1,198,183,1,40,2
25,6,1,972,183,1,49,5
25,6,1,447,183,1,39,1
25,6,1,839,183,1,28,6
25,6,1,1048,183,1,11,3
25,6,1,1318,183,1,15,5
25,6,1,959,183,1,4,7
25,6,1,1095,183,1,11,5
25,6,1,517,183,1,47,4
25,6,1,1236,183,1,30,6
25,6,1,11,183,1,347,2
25,6,1,985,183,1,32,6
25,6,1,658,183,1,48,7
25,6,1,815,183,1,7,6
25,6,1,595,183,1,11,1
25,6,1,716,183,1,36,3
25,6,1,11,183,1,328,2
25,6,1,734,183,1,32,6
25,6,1,517,183,1,55,7
25,6,1,161,183,1,12,3
25,6,1,1370,183,1,15,1
25,6,1,861,183,1,24,6
25,6,1,638,183,1,38,1
25,6,1,129,183,1,81,4
25,6,1,1338,183,1,6,5
25,6,1,878,183,1,22,3
25,6,1,1349,183,1,13,3
25,6,1,864,183,1,41,4
25,6,1,734,183,1,19,4
25,6,1,1019,183,1,2,1
25,6,1,14,183,1,319,2
25,6,1,501,183,1,42,3
25,6,1,908,183,1,18,6
25,6,1,202,183,1,23,3
25,6,1,1318,183,1,16,7
25,6,1,850,183,1,14,6
25,6,1,565,183,1,14,7
25,6,1,321,183,1,24,1
25,6,1,321,183,1,1,5
25,6,1,584,183,1,2,6
25,6,1,716,183,1,44,3
25,6,1,1283,183,1,10,6
25,6,1,904,183,1,1,1
25,6,1,14,183,1,41,2
25,6,1,484,183,1,26,1
25,6,1,461,183,1,44,7
25,6,1,1338,183,1,22,6
25,6,1,991,183,1,42,1
25,6,1,897,183,1,18,4
25,6,1,439,183,1,48,4
25,6,1,11,183,1,284,4
25,6,1,137,183,1,7,1
25,6,1,321,183,1,57,6
25,6,1,129,183,1,140,6
25,6,1,1048,183,1,4,5
25,6,1,878,183,1,46,7
25,6,1,815,183,1,42,6
25,6,1,758,183,1,57,3
25,6,1,548,183,1,64,6
25,6,1,584,183,1,3,1
25,6,1,104,183,1,100,4
25,6,1,864,183,1,20,7
25,6,1,658,183,1,2,1
25,6,1,511,183,1,28,4
25,6,1,511,183,1,32,1
25,6,1,844,183,1,7,2
25,6,1,286,183,1,16,6
25,6,1,1349,183,1,2,4
25,6,1,839,183,1,27,6
25,6,1,844,183,1,4,4
25,6,1,156,183,1,132,6
25,6,1,439,183,1,12,5
25,6,1,478,183,1,10,1
25,6,1,691,183,1,38,2
25,6,1,691,183,1,11,3
25,6,1,884,183,1,25,5
25,6,1,706,183,1,52,7
25,6,1,935,183,1,12,6
25,6,1,638,183,1,45,5
25,6,1,595,183,1,85,6
25,6,1,496,183,1,34,6
25,6,1,919,183,1,37,3
25,6,1,972,183,1,28,1
25,6,1,985,183,1,36,1
25,6,1,716,183,1,8,1
25,6,1,1370,183,1,13,3
25,6,1,908,183,1,23,2
25,6,1,104,183,1,175,5
25,6,1,873,183,1,23,7
25,6,1,908,183,1,20,7
25,6,1,432,183,1,2,6
25,6,1,1095,183,1,10,1
25,6,1,461,183,1,47,7
25,6,1,758,183,1,38,5
25,6,1,1095,183,1,1,5
25,6,1,638,183,1,27,7
25,6,1,439,183,1,32,6
25,6,1,716,183,1,28,5
25,6,1,919,183,1,21,7
25,6,1,195,183,1,25,4
25,6,1,780,183,1,27,2
25,6,1,1370,183,1,22,4
25,6,1,584,183,1,22,2
25,6,1,1175,183,1,20,2
25,6,1,584,183,1,21,4
25,6,1,501,183,1,35,4
25,6,1,873,183,1,28,2
25,6,1,919,183,1,23,4
25,6,1,202,183,1,30,6
25,6,1,908,183,1,5,5
25,6,1,1370,183,1,16,1
25,6,1,1349,183,1,14,5
25,6,1,231,183,1,51,7
25,6,1,501,183,1,46,2
25,6,1,122,183,1,160,7
25,6,1,478,183,1,116,6
25,6,1,716,183,1,2,4
25,6,1,416,183,1,43,2
25,6,1,478,183,1,98,7
25,6,1,517,183,1,18,1
25,6,1,850,183,1,22,3
25,6,1,796,183,1,7,5
25,6,1,861,183,1,6,1
25,6,1,137,183,1,25,6
25,6,1,36,183,1,197,6
25,6,1,565,183,1,34,2
25,6,1,1048,183,1,14,5
25,6,1,706,183,1,33,6
25,6,1,80,183,1,124,2
25,6,1,36,183,1,385,4
25,6,1,156,183,1,34,5
25,6,1,1175,183,1,14,1
25,6,1,959,183,1,41,6
25,6,1,884,183,1,29,7
25,6,1,195,183,1,77,1
25,6,1,548,183,1,29,4
25,6,1,432,183,1,17,3
25,6,1,432,183,1,31,5
25,6,1,565,183,1,35,6
25,6,1,658,183,1,21,1
25,6,1,161,183,1,125,5
25,6,1,496,183,1,21,4
25,6,1,861,183,1,39,7
25,6,1,496,183,1,35,4
25,6,1,873,183,1,30,2
25,6,1,758,183,1,21,1
25,6,1,935,183,1,45,5
25,6,1,496,183,1,29,7
25,6,1,796,183,1,14,1
25,6,1,161,183,1,93,3
25,6,1,11,183,1,331,2
25,6,1,548,183,1,42,6
25,6,1,1048,183,1,20,4
25,6,1,416,183,1,42,5
25,6,1,654,183,1,3,3
25,6,1,740,183,1,10,3
25,6,1,972,183,1,52,6
25,6,1,461,183,1,64,3
25,6,1,985,183,1,6,5
25,6,1,904,183,1,24,7
25,6,1,1019,183,1,21,4
25,6,1,198,183,1,7,7
25,6,1,1283,183,1,20,3
25,6,1,991,183,1,50,4
25,6,1,972,183,1,31,6
25,6,1,864,183,1,39,1
25,6,1,864,183,1,40,5
25,6,1,919,183,1,76,1
25,6,1,734,183,1,30,7
25,6,1,195,183,1,4,2
25,6,1,972,183,1,32,4
25,6,1,122,183,1,118,1
25,6,1,1236,183,1,1,7
25,6,1,706,183,1,47,6
25,6,1,1370,183,1,7,3
25,6,1,919,183,1,9,2
25,6,1,447,183,1,48,5
25,6,1,1095,183,1,3,6
25,6,1,878,183,1,51,2
25,6,1,161,183,1,59,4
25,6,1,1318,183,1,22,7
25,6,1,484,183,1,71,3
25,6,1,286,183,1,131,6
25,6,1,1318,183,1,1,2
25,6,1,565,183,1,2,3
25,6,1,780,183,1,15,7
25,6,1,484,183,1,40,2
25,6,1,447,183,1,49,3
25,6,1,129,183,1,7,2
25,6,1,991,183,1,22,5
25,6,1,1031,183,1,3,4
25,6,1,198,183,1,2,3
25,6,1,897,183,1,11,4
25,6,1,991,183,1,14,4
25,6,1,740,183,1,37,2
25,6,1,839,183,1,2,5
25,6,1,691,183,1,12,2
25,6,1,1349,183,1,8,6
25,6,1,231,183,1,89,1
25,6,1,839,183,1,11,1
25,6,1,740,183,1,4,4
25,6,1,908,183,1,34,2
25,6,1,884,183,1,24,2
25,6,1,198,183,1,25,4
25,6,1,861,183,1,26,1
25,6,1,104,183,1,17,4
25,6,1,1283,183,1,28,5
25,6,1,198,183,1,26,4
25,6,1,195,183,1,27,1
25,6,1,815,183,1,40,2
25,6,1,588,183,1,21,6
25,6,1,1318,183,1,12,7
25,6,1,1175,183,1,4,7
25,6,1,588,183,1,20,4
25,6,1,1370,183,1,24,6
25,6,1,137,183,1,23,7
25,6,1,129,183,1,99,2
25,6,1,884,183,1,33,1
25,6,1,844,183,1,20,5
25,6,1,1031,183,1,59,7
25,6,1,565,183,1,45,7
25,6,1,884,183,1,50,1
25,6,1,548,183,1,6,4
25,6,1,588,183,1,12,4
25,6,1,386,183,1,8,2
25,6,1,588,183,1,17,1
25,6,1,1005,184,1,21,5
25,6,1,266,184,1,108,5
25,6,1,266,184,1,120,5
25,6,1,273,184,1,64,3
25,6,1,253,184,1,28,3
25,6,1,235,184,1,50,7
25,6,1,906,184,1,27,5
25,6,1,429,184,1,44,5
25,6,1,218,184,1,118,1
25,6,1,58,184,1,209,1
25,6,1,471,184,1,21,6
25,6,1,1342,184,1,40,3
25,6,1,833,184,1,13,6
25,6,1,273,184,1,49,6
25,6,1,362,184,1,19,5
25,6,1,445,184,1,26,2
25,6,1,969,184,1,7,4
25,6,1,1013,184,1,6,4
25,6,1,1378,184,1,2,2
25,6,1,1005,184,1,25,6
25,6,1,471,184,1,12,3
25,6,1,205,184,1,131,2
25,6,1,1100,184,1,24,1
25,6,1,266,184,1,102,3
25,6,1,250,184,1,58,3
25,6,1,1113,184,1,7,6
25,6,1,741,184,1,5,1
25,6,1,1013,184,1,14,6
25,6,1,58,184,1,240,6
25,6,1,487,184,1,38,2
25,6,1,1342,184,1,49,6
25,6,1,856,184,1,34,3
25,6,1,250,184,1,47,7
25,6,1,299,184,1,9,3
25,6,1,619,184,1,21,6
25,6,1,1251,184,1,14,3
25,6,1,1238,184,1,27,2
25,6,1,362,184,1,21,1
25,6,1,55,184,1,95,4
25,6,1,285,184,1,8,4
25,6,1,1128,184,1,42,4
25,6,1,856,184,1,39,1
25,6,1,875,184,1,22,7
25,6,1,1055,184,1,5,1
25,6,1,906,184,1,8,2
25,6,1,715,184,1,44,7
25,6,1,1055,184,1,22,5
25,6,1,666,184,1,30,3
25,6,1,1388,184,1,1,7
25,6,1,1270,184,1,16,4
25,6,1,538,184,1,37,2
25,6,1,250,184,1,79,5
25,6,1,1346,184,1,23,3
25,6,1,407,184,1,38,6
25,6,1,250,184,1,75,1
25,6,1,1384,184,1,8,3
25,6,1,1008,184,1,9,1
25,6,1,116,184,1,67,4
25,6,1,474,184,1,10,3
25,6,1,951,184,1,23,1
25,6,1,15,184,1,143,4
25,6,1,614,184,1,49,4
25,6,1,474,184,1,8,2
25,6,1,235,184,1,118,2
25,6,1,420,184,1,62,2
25,6,1,1334,184,1,21,4
25,6,1,203,184,1,6,2
25,6,1,875,184,1,2,5
25,6,1,273,184,1,35,5
25,6,1,424,184,1,1,6
25,6,1,445,184,1,54,4
25,6,1,1378,184,1,13,7
25,6,1,629,184,1,46,3
25,6,1,1270,184,1,17,4
25,6,1,285,184,1,3,2
25,6,1,526,184,1,8,4
25,6,1,61,184,1,174,3
25,6,1,1113,184,1,13,2
25,6,1,420,184,1,52,3
25,6,1,299,184,1,1,5
25,6,1,538,184,1,63,1
25,6,1,741,184,1,2,2
25,6,1,55,184,1,101,7
25,6,1,1317,184,1,29,7
25,6,1,424,184,1,70,5
25,6,1,253,184,1,26,5
25,6,1,1113,184,1,15,6
25,6,1,520,184,1,8,5
25,6,1,520,184,1,27,7
25,6,1,1225,184,1,17,7
25,6,1,131,184,1,71,6
25,6,1,1238,184,1,25,2
25,6,1,61,184,1,163,6
25,6,1,1005,184,1,42,4
25,6,1,235,184,1,25,5
25,6,1,191,184,1,53,5
25,6,1,1388,184,1,10,3
25,6,1,434,184,1,15,5
25,6,1,471,184,1,29,5
25,6,1,295,184,1,44,6
25,6,1,1238,184,1,2,3
25,6,1,323,184,1,105,6
25,6,1,142,184,1,94,4
25,6,1,833,184,1,2,2
25,6,1,131,184,1,93,7
25,6,1,218,184,1,108,7
25,6,1,1008,184,1,33,5
25,6,1,304,184,1,24,3
25,6,1,385,184,1,39,2
25,6,1,171,184,1,31,2
25,6,1,1055,184,1,10,6
25,6,1,743,184,1,33,1
25,6,1,171,184,1,46,5
25,6,1,1384,184,1,16,6
25,6,1,619,184,1,59,2
25,6,1,362,184,1,34,3
25,6,1,304,184,1,99,2
25,6,1,153,184,1,194,7
25,6,1,1128,184,1,5,7
25,6,1,458,184,1,32,5
25,6,1,1376,184,1,4,6
25,6,1,1013,184,1,2,3
25,6,1,153,184,1,105,2
25,6,1,203,184,1,116,7
25,6,1,285,184,1,6,1
25,6,1,368,184,1,37,1
25,6,1,175,184,1,26,2
25,6,1,385,184,1,76,5
25,6,1,622,184,1,46,3
25,6,1,715,184,1,34,1
25,6,1,1317,184,1,5,2
25,6,1,1100,184,1,28,2
25,6,1,1225,184,1,25,5
25,6,1,323,184,1,49,5
25,6,1,175,184,1,64,3
25,6,1,741,184,1,4,3
25,6,1,203,184,1,137,5
25,6,1,614,184,1,45,4
25,6,1,743,184,1,28,7
25,6,1,969,184,1,5,5
25,6,1,211,184,1,102,3
25,6,1,279,184,1,64,4
25,6,1,407,184,1,50,7
25,6,1,1369,184,1,24,4
25,6,1,651,184,1,59,5
25,6,1,61,184,1,30,7
25,6,1,1337,184,1,24,1
25,6,1,211,184,1,2,3
25,6,1,211,184,1,22,2
25,6,1,614,184,1,17,4
25,6,1,61,184,1,61,1
25,6,1,116,184,1,41,3
25,6,1,625,184,1,42,3
25,6,1,538,184,1,47,5
25,6,1,15,184,1,65,7
25,6,1,619,184,1,86,4
25,6,1,60,184,1,177,2
25,6,1,218,184,1,47,4
25,6,1,299,184,1,35,5
25,6,1,362,184,1,5,6
25,6,1,474,184,1,30,1
25,6,1,385,184,1,51,5
25,6,1,304,184,1,70,3
25,6,1,434,184,1,32,4
25,6,1,1100,184,1,32,5
25,6,1,1267,184,1,26,1
25,6,1,715,184,1,47,5
25,6,1,1378,184,1,12,6
25,6,1,1267,184,1,31,4
25,6,1,611,184,1,44,4
25,6,1,951,184,1,8,2
25,6,1,299,184,1,10,4
25,6,1,205,184,1,37,6
25,6,1,1100,184,1,23,2
25,6,1,61,184,1,116,6
25,6,1,153,184,1,122,4
25,6,1,1346,184,1,11,6
25,6,1,131,184,1,10,5
25,6,1,175,184,1,2,4
25,6,1,622,184,1,29,3
25,6,1,285,184,1,66,7
25,6,1,58,184,1,171,3
25,6,1,60,184,1,78,4
25,6,1,60,184,1,120,3
25,6,1,743,184,1,32,3
25,6,1,53,184,1,206,1
25,6,1,55,184,1,105,1
25,6,1,538,184,1,22,3
25,6,1,614,184,1,53,5
25,6,1,368,184,1,39,5
25,6,1,385,184,1,138,4
25,6,1,889,184,1,30,3
25,6,1,906,184,1,19,1
25,6,1,205,184,1,2,5
25,6,1,1384,184,1,9,1
25,6,1,171,184,1,39,2
25,6,1,279,184,1,35,5
25,6,1,116,184,1,45,1
25,6,1,445,184,1,56,7
25,6,1,619,184,1,15,4
25,6,1,951,184,1,15,5
25,6,1,60,184,1,225,1
25,6,1,1337,184,1,26,7
25,6,1,235,184,1,27,2
25,6,1,368,184,1,9,1
25,6,1,295,184,1,92,6
25,6,1,1251,184,1,12,2
25,6,1,276,184,1,19,4
25,6,1,235,184,1,39,3
25,6,1,487,184,1,61,6
25,6,1,218,184,1,86,6
25,6,1,191,184,1,84,4
25,6,1,142,184,1,129,6
25,6,1,276,184,1,59,5
25,6,1,1128,184,1,31,6
25,6,1,875,184,1,29,3
25,6,1,424,184,1,44,7
25,6,1,1369,184,1,27,1
25,6,1,55,184,1,26,3
25,6,1,142,184,1,87,4
25,6,1,1113,184,1,10,2
25,6,1,276,184,1,5,1
25,6,1,951,184,1,32,1
25,6,1,205,184,1,95,6
25,6,1,266,184,1,23,7
25,6,1,1369,184,1,23,6
25,6,1,429,184,1,24,5
25,6,1,847,184,1,20,5
25,6,1,1270,184,1,15,4
25,6,1,1337,184,1,11,6
25,6,1,1369,184,1,20,3
25,6,1,295,184,1,40,4
25,6,1,875,184,1,28,3
25,6,1,614,184,1,19,6
25,6,1,58,184,1,243,4
25,6,1,304,184,1,67,3
25,6,1,847,184,1,6,3
25,6,1,666,184,1,21,6
25,6,1,1360,184,1,15,7
25,6,1,1113,184,1,18,2
25,6,1,1334,184,1,25,5
25,6,1,153,184,1,50,7
25,6,1,1388,184,1,8,3
25,6,1,1337,184,1,7,6
25,6,1,662,184,1,48,1
25,6,1,520,184,1,13,4
25,6,1,629,184,1,5,5
25,6,1,269,184,1,37,2
25,6,1,1360,184,1,10,1
25,6,1,1369,184,1,5,6
25,6,1,285,184,1,56,7
25,6,1,142,184,1,126,3
25,6,1,625,184,1,36,3
25,6,1,308,184,1,30,6
25,6,1,1156,184,1,26,7
25,6,1,420,184,1,43,1
25,6,1,60,184,1,163,3
25,6,1,1270,184,1,10,1
25,6,1,1128,184,1,36,2
25,6,1,203,184,1,105,7
25,6,1,666,184,1,25,2
25,6,1,1360,184,1,14,3
25,6,1,1360,184,1,2,7
25,6,1,269,184,1,15,4
25,6,1,191,184,1,82,5
25,6,1,205,184,1,70,4
25,6,1,1156,184,1,28,5
25,6,1,487,184,1,4,4
25,6,1,420,184,1,33,7
25,6,1,308,184,1,16,3
25,6,1,1156,184,1,2,3
25,6,1,622,184,1,15,1
25,6,1,218,184,1,49,6
25,6,1,833,184,1,27,4
25,6,1,1156,184,1,10,1
25,6,1,889,184,1,45,4
25,6,1,458,184,1,29,6
25,6,1,1342,184,1,16,6
25,6,1,429,184,1,17,4
25,6,1,1238,184,1,13,4
25,6,1,1005,184,1,46,1
25,6,1,269,184,1,67,5
25,6,1,743,184,1,13,7
25,6,1,323,184,1,64,6
25,6,1,1388,184,1,5,6
25,6,1,889,184,1,8,6
25,6,1,131,184,1,7,7
25,6,1,323,184,1,15,2
25,6,1,622,184,1,34,4
25,6,1,1013,184,1,8,7
25,6,1,1156,184,1,9,2
25,6,1,906,184,1,38,7
25,6,1,429,184,1,7,2
25,6,1,1055,184,1,26,2
25,6,1,53,184,1,178,7
25,6,1,53,184,1,4,3
25,6,1,279,184,1,115,7
25,6,1,1337,184,1,2,2
25,6,1,191,184,1,89,1
25,6,1,1360,184,1,7,6
25,6,1,651,184,1,40,7
25,6,1,253,184,1,90,2
25,6,1,471,184,1,41,6
25,6,1,651,184,1,43,6
25,6,1,538,184,1,55,5
25,6,1,203,184,1,160,2
25,6,1,743,184,1,35,1
25,6,1,142,184,1,90,7
25,6,1,535,184,1,45,3
25,6,1,1251,184,1,9,7
25,6,1,474,184,1,32,3
25,6,1,625,184,1,26,6
25,6,1,487,184,1,30,6
25,6,1,1008,184,1,29,5
25,6,1,1055,184,1,29,5
25,6,1,407,184,1,63,6
25,6,1,1342,184,1,59,4
25,6,1,1317,184,1,30,1
25,6,1,856,184,1,17,1
25,6,1,308,184,1,105,6
25,6,1,1346,184,1,38,4
25,6,1,1267,184,1,40,3
25,6,1,458,184,1,14,2
25,6,1,741,184,1,8,6
25,6,1,407,184,1,82,2
25,6,1,526,184,1,28,2
25,6,1,629,184,1,9,5
25,6,1,175,184,1,35,6
25,6,1,969,184,1,34,7
25,6,1,55,184,1,236,6
25,6,1,471,184,1,31,1
25,6,1,715,184,1,5,7
25,6,1,1005,184,1,37,7
25,6,1,1384,184,1,17,6
25,6,1,279,184,1,34,2
25,6,1,474,184,1,38,1
25,6,1,847,184,1,11,6
25,6,1,651,184,1,8,6
25,6,1,1225,184,1,21,5
25,6,1,1342,184,1,46,1
25,6,1,276,184,1,23,2
25,6,1,407,184,1,27,4
25,6,1,833,184,1,3,1
25,6,1,445,184,1,66,7
25,6,1,299,184,1,44,7
25,6,1,308,184,1,13,7
25,6,1,1376,184,1,14,5
25,6,1,424,184,1,60,3
25,6,1,434,184,1,25,7
25,6,1,1378,184,1,15,2
25,6,1,535,184,1,28,3
25,6,1,526,184,1,11,4
25,6,1,276,184,1,15,6
25,6,1,1376,184,1,10,4
25,6,1,666,184,1,9,7
25,6,1,487,184,1,28,1
25,6,1,368,184,1,34,5
25,6,1,662,184,1,43,4
25,6,1,1334,184,1,8,5
25,6,1,1008,184,1,13,6
25,6,1,273,184,1,71,7
25,6,1,1378,184,1,8,4
25,6,1,266,184,1,64,2
25,6,1,847,184,1,16,2
25,6,1,211,184,1,14,2
25,6,1,629,184,1,37,4
25,6,1,1008,184,1,19,2
25,6,1,611,184,1,30,6
25,6,1,458,184,1,11,1
25,6,1,445,184,1,6,2
25,6,1,385,184,1,99,2
25,6,1,171,184,1,50,5
25,6,1,131,184,1,33,3
25,6,1,969,184,1,28,3
25,6,1,250,184,1,67,1
25,6,1,535,184,1,44,2
25,6,1,1376,184,1,15,1
25,6,1,625,184,1,44,2
25,6,1,323,184,1,10,5
25,6,1,662,184,1,45,7
25,6,1,304,184,1,107,1
25,6,1,1317,184,1,8,4
25,6,1,116,184,1,79,2
25,6,1,253,184,1,15,1
25,6,1,434,184,1,12,6
25,6,1,295,184,1,94,3
25,6,1,951,184,1,10,5
25,6,1,15,184,1,252,7
25,6,1,875,184,1,18,5
25,6,1,889,184,1,27,4
25,6,1,295,184,1,5,5
25,6,1,535,184,1,18,6
25,6,1,420,184,1,61,6
25,6,1,175,184,1,86,6
25,6,1,308,184,1,17,3
25,6,1,458,184,1,18,7
25,6,1,53,184,1,270,2
25,6,1,611,184,1,45,5
25,6,1,1251,184,1,8,7
25,6,1,153,184,1,210,6
25,6,1,362,184,1,59,6
25,6,1,1334,184,1,27,7
25,6,1,847,184,1,30,2
25,6,1,1346,184,1,27,4
25,6,1,269,184,1,48,3
25,6,1,424,184,1,52,2
25,6,1,611,184,1,35,2
25,6,1,1334,184,1,17,5
25,6,1,279,184,1,95,5
25,6,1,253,184,1,141,1
25,6,1,1267,184,1,24,5
25,6,1,622,184,1,24,7
25,6,1,969,184,1,33,3
25,6,1,191,184,1,42,7
25,6,1,434,184,1,1,4
25,6,1,906,184,1,2,7
25,6,1,629,184,1,29,1
25,6,1,1346,184,1,35,4
25,6,1,269,184,1,84,3
25,6,1,1384,184,1,5,6
25,6,1,211,184,1,12,7
25,6,1,1251,184,1,4,2
25,6,1,1100,184,1,40,5
25,6,1,1376,184,1,7,5
25,6,1,741,184,1,7,3
25,6,1,520,184,1,17,5
25,6,1,625,184,1,29,6
25,6,1,1238,184,1,22,3
25,6,1,651,184,1,24,6
25,6,1,833,184,1,29,3
25,6,1,666,184,1,39,3
25,6,1,1013,184,1,5,6
25,6,1,273,184,1,77,2
25,6,1,58,184,1,167,1
25,6,1,856,184,1,19,4
25,6,1,526,184,1,36,2
25,6,1,520,184,1,20,1
25,6,1,1388,184,1,4,4
25,6,1,535,184,1,35,6
25,6,1,1270,184,1,19,5
25,6,1,1267,184,1,21,6
25,6,1,662,184,1,7,7
25,6,1,526,184,1,18,5
25,6,1,368,184,1,11,4
25,6,1,889,184,1,20,6
25,6,1,611,184,1,38,5
25,6,1,429,184,1,19,3
25,6,1,662,184,1,44,2
25,6,1,619,184,1,44,7
25,6,1,1317,184,1,24,6
25,6,1,715,184,1,37,3
25,6,1,856,184,1,36,3
25,6,1,1225,184,1,15,4
25,6,1,1128,184,1,7,7
25,6,1,1225,184,1,12,2
25,6,1,15,184,1,130,3
25,6,1,53,184,1,11,2
25,6,1,116,184,1,65,2
25,6,1,171,184,1,20,7
25,6,1,15,184,1,95,3
25,6,1,256,185,1,37,2
25,6,1,147,185,1,7,3
25,6,1,404,185,1,103,3
25,6,1,167,185,1,11,5
25,6,1,490,185,1,1,1
25,6,1,1366,185,1,3,7
25,6,1,181,185,1,22,2
25,6,1,417,185,1,42,6
25,6,1,1104,185,1,33,7
25,6,1,118,185,1,2,4
25,6,1,719,185,1,7,4
25,6,1,181,185,1,73,4
25,6,1,404,185,1,59,7
25,6,1,317,185,1,61,2
25,6,1,837,185,1,61,1
25,6,1,490,185,1,85,1
25,6,1,719,185,1,20,2
25,6,1,317,185,1,15,2
25,6,1,112,185,1,13,3
25,6,1,85,185,1,113,3
25,6,1,85,185,1,9,7
25,6,1,206,185,1,53,6
25,6,1,147,185,1,62,2
25,6,1,837,185,1,39,1
25,6,1,1101,185,1,3,1
25,6,1,832,185,1,29,7
25,6,1,1375,185,1,4,7
25,6,1,711,185,1,21,3
25,6,1,968,185,1,13,7
25,6,1,1309,185,1,3,7
25,6,1,223,185,1,56,6
25,6,1,1101,185,1,51,1
25,6,1,1366,185,1,15,4
25,6,1,1101,185,1,63,2
25,6,1,383,185,1,52,3
25,6,1,746,185,1,37,1
25,6,1,118,185,1,94,1
25,6,1,112,185,1,28,2
25,6,1,333,185,1,47,2
25,6,1,417,185,1,3,4
25,6,1,112,185,1,116,7
25,6,1,181,185,1,60,4
25,6,1,1112,185,1,9,7
25,6,1,291,185,1,58,3
25,6,1,1375,185,1,14,1
25,6,1,1101,185,1,53,6
25,6,1,223,185,1,39,4
25,6,1,85,185,1,135,7
25,6,1,147,185,1,53,1
25,6,1,711,185,1,5,2
25,6,1,837,185,1,55,4
25,6,1,256,185,1,8,6
25,6,1,837,185,1,56,1
25,6,1,490,185,1,26,2
25,6,1,333,185,1,12,1
25,6,1,719,185,1,15,6
25,6,1,490,185,1,69,5
25,6,1,206,185,1,40,7
25,6,1,167,185,1,57,1
25,6,1,118,185,1,146,2
25,6,1,746,185,1,30,5
25,6,1,1375,185,1,2,3
25,6,1,223,185,1,22,3
25,6,1,256,185,1,21,1
25,6,1,968,185,1,4,2
25,6,1,256,185,1,70,1
25,6,1,147,185,1,98,5
25,6,1,206,185,1,87,5
25,6,1,404,185,1,106,5
25,6,1,490,185,1,51,3
25,6,1,1375,185,1,9,6
25,6,1,1112,185,1,17,3
25,6,1,1049,185,1,42,1
25,6,1,167,185,1,119,1
25,6,1,112,185,1,140,4
25,6,1,118,185,1,127,6
25,6,1,333,185,1,86,5
25,6,1,1309,185,1,10,6
25,6,1,1375,185,1,19,5
25,6,1,603,185,1,39,6
25,6,1,291,185,1,95,5
25,6,1,1104,185,1,29,6
25,6,1,1112,185,1,16,7
25,6,1,1112,185,1,19,2
25,6,1,1309,185,1,9,5
25,6,1,1049,185,1,18,3
25,6,1,603,185,1,49,2
25,6,1,181,185,1,28,5
25,6,1,1104,185,1,2,4
25,6,1,1309,185,1,4,5
25,6,1,968,185,1,8,7
25,6,1,1101,185,1,56,7
25,6,1,719,185,1,28,6
25,6,1,1127,185,1,23,5
25,6,1,1049,185,1,40,6
